Date,Region,Product,Sales,Units,Profit
2018-01,Central,Product B,27220.95,617,2857.44
2023-11,West,Product C,44224.45,426,11657.24
2024-01,West,Product E,38183.9,652,6409.07
2018-09,North,Product B,54260.85,851,9930.9
2024-11,Central,Product A,70995.44,873,7345.02
2020-09,South,Product D,32928.79,744,7668.79
2024-05,North,Product E,52627.62,606,14334.12
2018-10,North,Product B,42233.64,843,12609.55
2022-09,Central,Product A,50722.87,597,11030.68
2022-08,West,Product A,43689.33,715,12365.54
2018-09,West,Product E,38423.89,700,5103.18
2020-07,South,Product A,83360.67,1127,17007.5
2024-07,South,Product D,34192.47,885,6358.65
2021-06,Central,Product E,61997.09,460,7914.34
2018-01,Central,Product A,26880.32,935,4838.62
2025-03,North,Product B,56119.35,871,11791.18
2023-01,South,Product D,25519.78,619,4937.5
2020-04,Central,Product C,77868.93,1031,13474.87
2023-01,East,Product A,42666.71,1117,7114.28
2022-11,South,Product E,65772.39,913,13268.71
2018-01,West,Product D,47644.45,1170,9722.55
2021-07,South,Product B,42134.6,907,6012.92
2024-04,North,Product E,61432.28,709,10905.76
2021-08,South,Product E,44000.27,593,9848.33
2021-07,West,Product D,30039.42,364,6602.73
2024-06,West,Product B,20341.63,563,4840.59
2022-03,North,Product E,28834.15,960,8128.85
2023-11,South,Product A,21608.57,862,3858.59
2023-06,South,Product A,50059.62,918,5836.1
2025-01,South,Product C,29987.59,743,4144.92
2021-04,South,Product D,51001.43,640,13815.83
2021-11,East,Product D,35303.57,720,7131.22
2021-05,East,Product E,47336.06,931,9388.99
2022-06,South,Product B,52059.88,1081,10220.28
2019-07,West,Product C,60318.99,677,16304.09
2023-02,Central,Product D,39535.75,609,5319.59
2018-08,West,Product C,36057.0,814,9462.65
2021-12,East,Product E,80213.46,927,14153.46
2024-01,Central,Product B,40570.19,744,7522.62
2019-07,East,Product A,20311.91,746,5144.21
2018-10,Central,Product B,64280.45,1269,6488.63
2019-03,North,Product A,39987.27,950,11263.34
2018-03,Central,Product D,54506.69,964,9959.95
2022-01,East,Product A,14235.4,949,4138.81
2019-03,South,Product D,71108.45,558,13806.65
2021-10,North,Product D,73719.08,718,19578.68
2022-06,North,Product C,52481.05,523,15060.19
2021-10,North,Product B,65794.55,784,7109.51
2018-08,Central,Product D,41596.52,1023,9932.22
2022-06,West,Product B,34223.74,347,8253.12
2023-05,East,Product A,56624.43,716,14346.01
2022-09,Central,Product C,32819.46,960,3383.67
2021-05,South,Product B,61253.77,630,9919.84
2022-03,North,Product E,47593.71,1300,5140.78
2023-08,North,Product D,61372.67,532,11712.54
2024-03,West,Product B,43777.63,928,9550.67
2018-11,North,Product B,47410.56,927,11658.46
2022-01,North,Product A,65821.67,792,13523.13
2019-07,North,Product B,48284.98,997,10196.94
2025-06,South,Product A,50472.37,938,11882.14
2019-02,Central,Product C,29107.86,679,8292.8
2025-03,North,Product D,59663.04,682,6661.68
2023-03,North,Product A,47379.97,805,7181.01
2024-07,Central,Product D,60062.13,1300,9405.74
2018-10,North,Product C,38692.07,876,6629.68
2023-03,Central,Product E,28346.64,937,3214.46
2022-10,North,Product B,57413.39,805,14054.67
2021-01,East,Product B,36910.5,896,9505.76
2024-04,West,Product A,54050.88,723,10722.27
2025-02,East,Product B,51629.35,765,5883.68
2022-09,South,Product C,54787.5,839,11550.59
2020-06,South,Product C,54917.17,990,12840.22
2019-01,South,Product C,44264.34,1221,9486.98
2020-10,North,Product C,62639.87,854,12598.84
2025-01,North,Product D,31808.16,944,4965.43
2023-04,East,Product C,67200.23,619,10586.97
2024-12,South,Product B,49979.95,1024,9381.32
2022-05,East,Product D,57296.75,746,15101.71
2022-03,East,Product E,44136.15,848,8615.88
2020-04,South,Product D,25390.48,608,7522.93
2023-01,East,Product E,7029.35,422,1365.62
2018-02,North,Product A,87461.23,809,18539.87
2025-05,South,Product A,56766.32,706,11827.38
2021-05,Central,Product C,24385.26,749,6019.79
2021-11,South,Product B,48732.17,424,9148.11
2024-11,West,Product B,55894.0,898,6746.55
2023-09,North,Product A,44001.5,650,12277.17
2019-12,Central,Product A,83373.3,1097,14059.64
2021-07,North,Product E,38294.61,991,10627.58
2020-04,West,Product A,64605.89,859,15013.14
2019-03,South,Product D,22950.24,853,2511.04
2025-07,South,Product A,55426.43,863,15678.37
2022-02,East,Product B,28178.17,675,8352.77
2025-06,Central,Product E,40100.35,1016,10562.44
2023-10,Central,Product E,43280.58,557,8525.05
2021-11,South,Product E,53141.02,687,9901.07
2019-01,North,Product A,69399.49,1189,7683.59
2022-11,West,Product A,69550.05,822,18870.49
2021-12,North,Product A,54334.55,780,11382.07
2023-05,North,Product A,49321.19,553,8523.89
2018-02,North,Product A,25154.29,697,6981.58
2024-04,West,Product D,63048.07,602,12357.66
2024-09,South,Product E,50441.46,903,8103.73
2019-08,Central,Product B,59396.52,784,8861.96
2019-05,North,Product D,44140.45,836,6124.83
2024-02,Central,Product B,45044.93,756,9695.1
2020-08,North,Product C,50437.86,939,8597.73
2024-02,West,Product C,50441.53,568,13414.38
2019-05,Central,Product C,45057.44,460,8748.22
2021-07,East,Product C,45727.45,778,9111.61
2024-08,Central,Product B,53358.79,693,7214.99
2020-02,South,Product D,78690.9,365,21240.25
2019-05,Central,Product E,50720.75,1032,6144.32
2018-02,South,Product D,40164.69,458,6413.0
2024-09,East,Product D,62331.83,576,14758.64
2022-06,South,Product E,77513.03,919,12796.13
2020-09,East,Product A,69535.17,622,8067.32
2021-12,West,Product E,54704.61,933,8204.62
2022-02,North,Product D,21429.88,1088,3701.42
2022-11,West,Product C,28151.18,1173,5330.08
2024-04,North,Product E,66288.48,574,18082.9
2023-07,Central,Product A,53647.02,705,7470.18
2023-09,West,Product B,35829.38,882,7554.99
2024-07,North,Product D,66235.31,548,15443.22
2019-06,North,Product C,45828.86,542,12076.5
2018-01,East,Product C,40142.98,660,6259.1
2023-01,Central,Product B,45970.59,1100,11525.84
2020-09,East,Product E,40277.16,901,10742.52
2025-01,South,Product A,79388.16,708,15833.82
2020-05,West,Product C,29136.59,703,4411.84
2022-01,North,Product A,66051.48,833,17628.2
2022-03,North,Product A,50563.13,1018,9083.67
2024-05,West,Product B,52073.02,574,5290.7
2022-11,South,Product D,47244.0,580,9414.05
2019-01,North,Product B,57586.03,782,12660.61
2022-12,Central,Product E,41981.07,645,5984.21
2022-05,North,Product E,52571.99,286,15472.11
2023-09,South,Product B,48264.55,921,7982.4
2025-06,North,Product A,41617.19,672,8272.24
2025-06,South,Product D,74273.39,864,19072.35
2025-06,North,Product B,75101.63,888,12840.06
2018-03,South,Product A,60966.63,704,11309.38
2019-09,East,Product A,50016.65,491,13408.89
2025-01,West,Product B,42071.94,968,11568.92
2019-07,West,Product B,26368.93,750,7603.83
2024-12,East,Product C,50332.95,1355,13646.16
2024-09,Central,Product E,57129.15,1192,8375.64
2025-06,East,Product E,55069.33,681,11017.23
2018-12,East,Product A,60287.87,369,7814.52
2018-10,West,Product C,49686.42,952,11233.58
2019-07,Central,Product A,67855.56,1003,13424.95
2021-09,South,Product E,38043.3,808,5265.32
2022-07,Central,Product C,51665.6,827,9034.31
2020-01,South,Product E,36435.96,690,9375.16
2020-09,South,Product E,34619.99,911,7788.08
2021-02,North,Product C,59608.44,732,15982.26
2019-10,East,Product D,42902.41,829,12238.17
2025-07,North,Product E,52994.16,1018,6965.93
2020-09,North,Product B,34962.26,728,6335.93
2020-05,East,Product D,50515.58,684,14006.64
2023-09,East,Product B,41706.56,830,4369.88
2025-05,Central,Product A,25491.16,715,3388.88
2024-09,West,Product A,62938.15,461,7203.01
2025-02,East,Product E,57648.56,903,7953.8
2024-05,Central,Product A,44678.47,821,10021.06
2023-09,Central,Product A,67000.02,557,7121.38
2025-01,South,Product B,44553.03,970,11314.44
2021-11,East,Product B,89630.18,919,22395.27
2020-05,Central,Product E,53989.55,771,7261.02
2020-11,East,Product E,23394.52,798,3132.04
2022-12,North,Product E,58646.77,498,16843.28
2021-05,East,Product C,63562.73,598,7627.34
2024-06,East,Product D,41016.61,1021,4155.19
2024-11,North,Product E,39786.96,424,6202.54
2024-02,Central,Product C,38100.59,886,8685.22
2022-03,South,Product D,55976.72,849,7161.89
2021-12,East,Product A,51082.3,947,10496.97
2023-08,East,Product A,60593.46,845,8587.93
2020-04,West,Product E,54135.41,733,16129.5
2022-02,North,Product B,58013.12,654,9312.73
2023-05,West,Product A,69752.83,754,19381.78
2021-02,North,Product B,37306.8,976,10309.49
2023-10,South,Product D,60276.28,824,16475.81
2023-11,North,Product B,37757.68,508,4553.17
2021-11,Central,Product A,56832.63,756,8295.36
2024-02,East,Product E,50426.95,804,10269.13
2023-06,West,Product A,29306.58,979,4651.73
2019-11,East,Product E,50954.74,725,10689.62
2022-12,North,Product D,59851.11,831,8420.01
2020-04,North,Product D,41097.56,638,10690.82
2023-09,North,Product B,39239.12,731,4763.56
2025-08,West,Product B,47621.93,616,6952.02
2022-11,West,Product B,20908.92,978,3684.77
2021-03,South,Product E,46098.46,539,8227.49
2021-12,West,Product B,81176.21,872,11485.94
2025-02,North,Product A,24062.26,1190,2729.82
2018-02,Central,Product C,30832.28,949,8241.79
2024-11,East,Product E,23060.13,483,3373.0
2024-08,South,Product E,21801.08,1087,3813.66
2024-02,South,Product B,70570.81,898,17630.82
2021-04,East,Product A,84378.67,1173,19470.85
2022-04,West,Product A,82396.09,427,22870.15
2020-07,Central,Product C,42851.73,539,6998.57
2023-02,North,Product A,44724.39,762,10803.48
2020-11,West,Product E,49277.05,846,9022.03
2020-11,South,Product A,39128.47,624,10197.92
2021-08,North,Product C,33255.52,595,8720.18
2025-08,East,Product C,40528.96,810,4071.92
2024-01,Central,Product B,76505.37,587,18546.0
2020-08,West,Product C,65468.26,512,7932.14
2021-04,North,Product D,58061.18,928,12735.41
2024-07,North,Product C,89568.23,860,15393.89
2024-08,South,Product A,43175.45,725,12126.96
2021-09,West,Product B,47632.44,861,13815.42
2018-07,South,Product C,61952.49,645,13461.78
2019-12,West,Product D,59661.16,830,8758.32
2022-05,East,Product C,34036.85,446,3528.75
2024-05,Central,Product E,45048.28,1117,7295.38
2023-04,South,Product E,46378.54,1093,11985.98
2020-05,North,Product E,36062.95,573,4448.76
2018-03,East,Product D,65471.46,591,16177.17
2024-10,South,Product C,20789.86,995,5224.65
2018-02,East,Product B,47223.54,1042,10735.73
2020-11,West,Product B,40529.1,967,9912.96
2024-02,East,Product D,32683.26,1251,8139.08
2020-10,Central,Product D,52082.48,490,13604.95
2024-10,East,Product B,55235.62,854,14924.71
2018-03,South,Product B,40136.18,809,7681.57
2020-02,East,Product D,61608.53,923,9504.82
2023-05,West,Product C,35378.88,769,8532.55
2023-03,West,Product E,40414.02,1047,5522.16
2018-05,North,Product D,20121.69,543,5787.22
2022-08,North,Product B,18843.2,752,3576.9
2025-03,South,Product C,73603.99,684,17457.05
2025-03,North,Product B,70853.83,1157,12324.85
2022-09,East,Product A,60914.21,969,16970.27
2020-12,East,Product A,66693.01,746,9733.21
2019-10,Central,Product D,55364.92,812,11430.69
2018-03,West,Product B,46153.96,532,10013.16
2025-06,South,Product D,42272.44,774,11000.74
2023-11,South,Product C,29890.66,736,6735.31
2022-02,South,Product C,49795.72,723,8276.21
2023-06,North,Product D,55191.73,1038,14282.44
2019-11,Central,Product E,54951.71,637,8608.7
2020-06,Central,Product C,61064.39,658,13538.85
2018-05,Central,Product D,43433.94,836,7785.51
2018-09,Central,Product C,40222.89,727,9681.88
2022-03,South,Product A,40434.48,869,6513.45
2022-11,North,Product C,69538.86,827,8388.43
2021-12,East,Product D,66467.08,799,8324.27
2019-04,East,Product E,28941.87,149,7073.26
2024-09,East,Product C,33139.61,912,4906.73
2022-09,North,Product A,43404.5,680,12466.86
2018-10,West,Product A,39398.53,872,5757.97
2024-08,Central,Product E,59582.76,1160,14104.34
2020-11,North,Product B,46684.33,616,11867.52
2024-09,North,Product A,37254.19,703,5021.94
2022-08,Central,Product E,18932.3,998,3811.26
2024-11,South,Product D,54639.7,832,14253.36
2020-10,Central,Product C,34973.79,704,7565.89
2022-11,East,Product C,28500.14,824,5425.68
2020-08,Central,Product C,67775.29,545,16678.33
2023-02,Central,Product C,56578.69,525,15991.47
2022-04,West,Product D,30969.62,1157,8422.84
2021-04,North,Product A,33815.78,671,6747.52
2022-11,South,Product D,69581.04,484,16644.22
2022-06,South,Product C,52181.41,659,10651.85
2021-12,South,Product C,32266.73,880,4683.6
2018-07,East,Product B,44825.94,854,12580.86
2021-06,Central,Product D,57517.57,802,13726.1
2025-08,Central,Product E,58683.93,892,13118.14
2021-04,South,Product B,57256.68,910,8691.97
2025-02,Central,Product D,71853.69,895,21457.73
2024-08,East,Product C,50733.69,802,11566.84
2022-10,South,Product C,26308.46,636,7192.42
2025-07,South,Product D,42038.51,589,8773.77
2021-01,Central,Product C,68133.16,1004,14425.46
2021-04,Central,Product E,71276.04,732,13720.02
2023-12,East,Product A,72126.69,761,19064.2
2021-08,Central,Product C,59271.32,876,7089.54
2022-05,East,Product D,52381.34,1031,7305.25
2023-10,East,Product C,48896.24,995,10051.18
2023-04,North,Product D,64696.51,1064,18993.11
2024-09,East,Product A,79216.55,750,17549.79
2024-10,East,Product B,32881.46,722,4779.89
2021-03,East,Product B,62865.28,453,7124.93
2022-01,West,Product D,34192.68,1005,6635.92
2018-07,Central,Product C,39178.15,909,4423.49
2020-12,East,Product E,61512.19,799,13327.64
2025-06,Central,Product D,46339.46,1025,5250.01
2021-02,East,Product A,61011.02,953,17757.17
2018-08,East,Product A,53492.91,572,8062.91
2020-02,East,Product B,39408.07,729,11710.96
2020-08,North,Product E,55736.5,537,6287.56
2021-04,West,Product E,44043.27,791,10048.12
2024-07,East,Product E,50940.63,669,7743.61
2021-08,North,Product A,59884.03,1016,7365.87
2022-07,Central,Product A,53327.03,876,7442.58
2025-04,North,Product E,62497.37,673,18694.26
2022-05,East,Product C,43291.73,454,5810.64
2022-11,Central,Product B,72570.82,824,9516.18
2020-05,Central,Product E,47097.91,612,7691.11
2025-07,West,Product E,50457.15,620,7382.72
2024-04,West,Product D,51342.83,813,14798.4
2020-03,North,Product D,37864.12,432,4841.28
2023-05,North,Product C,23668.43,660,3695.28
2024-02,Central,Product C,61618.71,835,9710.3
2025-01,East,Product B,67013.71,769,7350.01
2021-12,Central,Product A,24148.28,775,4136.49
2024-05,East,Product D,32605.69,748,6041.22
2020-02,South,Product A,14667.11,930,3291.05
2020-01,Central,Product C,71514.65,856,14894.15
2021-11,West,Product E,62801.63,1047,16541.42
2020-06,East,Product D,71185.71,812,12438.28
2018-12,Central,Product D,41442.89,762,5528.94
2021-06,West,Product B,71085.7,896,18883.39
2022-05,West,Product A,62175.58,866,12252.08
2018-07,Central,Product B,20216.93,773,2838.79
2025-08,North,Product D,40431.23,624,12123.84
2023-10,East,Product E,42689.64,594,4794.41
2020-02,South,Product C,40000.81,736,4149.26
2019-05,South,Product A,52711.1,1083,8535.85
2020-04,East,Product D,75015.26,1017,7631.59
2024-03,Central,Product A,54353.91,369,12559.92
2020-02,Central,Product B,49519.29,806,9423.99
2023-04,East,Product A,31764.39,791,5524.74
2025-03,Central,Product E,68028.98,801,7080.48
2020-10,Central,Product A,43666.85,941,10364.38
2019-10,Central,Product A,55986.08,807,14668.55
2023-07,East,Product B,65172.66,802,11185.52
2019-12,Central,Product E,81599.91,1167,16261.21
2021-01,North,Product D,76088.13,587,19295.44
2022-10,West,Product D,22694.03,1037,4306.93
2023-04,West,Product B,20531.96,503,2199.43
2018-08,South,Product C,36981.16,911,5563.62
2021-10,East,Product D,51020.32,494,10672.46
2023-07,South,Product C,54400.15,1165,7004.94
2019-08,Central,Product E,74048.47,618,13574.45
2019-10,Central,Product B,43370.66,804,11195.73
2018-02,East,Product D,86618.33,887,25342.28
2023-12,West,Product D,61111.35,825,16235.8
2022-09,North,Product D,75399.88,806,15128.52
2021-04,Central,Product B,77375.0,810,20627.12
2019-07,North,Product D,60540.89,870,12056.32
2024-09,Central,Product B,42101.67,535,11499.88
2018-12,East,Product A,33310.67,928,7710.21
2018-11,Central,Product C,37079.55,969,7076.02
2023-12,North,Product D,34637.1,771,6415.59
2025-08,East,Product B,70448.49,922,13818.1
2021-11,East,Product B,38518.74,925,9839.96
2020-04,East,Product B,42248.99,542,10474.44
2025-02,Central,Product D,37327.92,633,8140.33
2019-09,North,Product E,46000.8,604,6165.51
2025-01,East,Product D,77702.99,863,13041.12
2018-05,North,Product D,66454.68,695,10892.21
2022-05,Central,Product E,33673.83,1312,6706.61
2020-11,Central,Product C,60717.96,860,6773.55
2022-04,West,Product B,0.0,815,0.0
2024-11,West,Product D,52545.44,570,13165.96
2019-08,Central,Product A,43555.48,539,11722.91
2024-06,West,Product A,42436.86,749,10689.24
2018-07,East,Product E,28108.92,987,8252.9
2025-03,South,Product C,60275.71,341,16177.17
2022-05,East,Product D,60042.15,1024,9712.25
2024-05,Central,Product E,51451.16,681,13929.17
2020-01,South,Product D,53450.83,824,12370.64
2020-08,Central,Product B,49123.55,965,5197.24
2018-09,West,Product E,51774.67,661,11618.54
2023-11,East,Product B,56955.17,909,15083.78
2024-03,Central,Product C,78031.17,706,17750.41
2024-05,West,Product B,33108.29,502,4729.85
2025-05,North,Product A,64929.36,684,15449.31
2018-06,West,Product A,40537.32,740,6262.75
2020-10,East,Product D,61777.78,444,7105.6
2022-07,West,Product A,43226.66,608,4500.0
2022-02,East,Product C,55774.03,952,6822.08
2020-02,South,Product B,46271.82,846,13647.21
2018-12,North,Product E,64703.94,1313,6964.77
2021-01,North,Product A,54657.09,574,11954.71
2018-06,North,Product D,47188.2,614,11580.97
2018-06,South,Product D,26428.7,613,5086.79
2022-12,North,Product C,64664.67,682,9908.68
2022-03,Central,Product E,56911.96,495,8816.17
2025-03,South,Product E,28525.12,862,4797.26
2019-03,East,Product A,55784.85,826,14226.93
2025-01,North,Product C,78813.12,906,17460.4
2022-06,Central,Product D,57766.15,622,13233.05
2024-05,West,Product E,60978.47,1050,13871.94
2018-11,West,Product D,62696.11,901,14899.52
2019-05,East,Product A,70768.55,1019,14984.95
2020-04,West,Product E,50795.89,973,12444.08
2024-07,South,Product A,14162.29,957,1873.95
2023-09,North,Product A,46699.73,774,5639.22
2019-11,South,Product C,46066.84,839,9522.21
2024-11,South,Product C,66448.14,397,8166.91
2018-07,Central,Product B,35639.48,636,7558.08
2023-01,West,Product B,41481.24,863,11167.74
2019-01,West,Product B,22443.67,456,4116.41
2018-09,East,Product B,9243.9,940,2757.82
2018-08,South,Product C,48884.82,763,10515.61
2024-09,Central,Product B,51884.56,852,8256.27
2021-03,Central,Product D,38574.02,912,10219.66
2019-01,West,Product C,42959.03,1106,8739.16
2023-04,South,Product D,61809.09,986,8708.96
2025-03,Central,Product B,44301.65,1119,10930.3
2024-05,Central,Product D,58221.0,532,10863.73
2019-06,Central,Product B,51860.63,1179,14231.66
2022-12,North,Product C,51273.94,1071,13039.69
2023-10,West,Product C,46986.19,751,7996.32
2019-12,North,Product E,41489.54,927,10101.9
2022-02,Central,Product D,19020.46,1224,3141.76
2021-12,West,Product C,60846.2,1211,9134.01
2021-03,Central,Product A,54743.64,913,11879.29
2025-06,West,Product A,62199.21,631,12698.78
2022-04,South,Product D,79701.13,928,13117.23
2020-05,East,Product B,50826.45,942,11140.63
2024-02,South,Product E,41129.08,1111,7034.16
2018-02,South,Product A,57255.83,573,15096.25
2023-08,Central,Product D,74589.56,1015,13452.88
2024-01,South,Product C,33158.86,666,6608.89
2021-06,North,Product C,41878.53,645,6580.18
2018-07,Central,Product D,58892.99,1063,12972.47
2021-01,South,Product C,44068.3,717,10329.12
2018-09,East,Product E,56550.99,880,6710.2
2018-12,West,Product C,10407.27,833,2865.83
2020-12,East,Product A,50032.19,637,11877.17
2019-07,East,Product D,54976.77,487,14252.02
2022-03,East,Product C,63093.99,1285,9670.77
2022-06,East,Product C,103334.26,849,19599.76
2025-07,North,Product A,34179.43,786,9761.2
2021-12,East,Product B,43119.62,878,9703.17
2020-03,Central,Product D,68745.66,588,16480.2
2025-02,West,Product E,45404.63,490,6255.57
2021-01,Central,Product A,44863.57,1032,10919.57
2020-05,East,Product B,40084.62,697,10220.44
2025-03,Central,Product C,65324.53,1087,17124.44
2024-11,East,Product E,48604.59,846,6995.36
2023-12,Central,Product E,29975.23,973,8972.62
2024-08,Central,Product D,51315.73,835,6036.03
2018-10,North,Product D,68332.97,1121,13220.48
2019-01,South,Product A,59286.45,817,16626.83
2023-10,East,Product D,45928.92,707,9140.37
2020-03,East,Product E,58195.99,668,11563.9
2019-10,North,Product C,37315.01,543,9050.92
2018-01,North,Product B,36267.84,825,9466.04
2024-09,East,Product E,36854.09,936,10206.19
2023-06,Central,Product B,38157.22,786,11274.46
2018-07,South,Product A,75919.46,706,13460.42
2018-05,Central,Product D,79722.86,711,16606.37
2025-05,North,Product C,58586.68,879,13488.97
2019-04,East,Product C,62687.77,731,8797.04
2020-04,Central,Product B,89221.98,880,12127.21
2022-01,South,Product C,51799.04,601,12528.09
2019-12,West,Product D,99145.99,908,25888.62
2020-08,South,Product D,40547.86,914,4460.79
2024-05,West,Product B,79019.38,961,22482.96
2023-03,North,Product C,60076.14,456,10524.6
2025-06,West,Product C,31549.2,1052,3599.8
2025-03,North,Product C,28956.4,975,7321.59
2022-06,North,Product D,43575.23,797,10344.13
2025-07,East,Product D,46068.23,776,10103.96
2024-04,North,Product A,59475.56,737,13577.0
2018-02,Central,Product E,57791.46,543,10116.35
2019-01,North,Product E,39788.34,818,6153.9
2022-12,East,Product A,57661.68,481,13797.72
2022-06,South,Product D,50536.66,765,10740.38
2022-05,West,Product A,81669.45,627,10557.79
2025-07,West,Product E,39661.94,519,10877.46
2024-09,North,Product B,48569.88,1146,12756.22
2018-09,East,Product E,50398.58,978,8669.99
2019-10,Central,Product A,44595.85,924,5404.62
2021-11,East,Product D,68432.85,892,19150.94
2025-03,North,Product D,46034.66,645,9219.37
2025-04,Central,Product E,57378.64,585,11065.73
2021-03,South,Product C,75885.41,824,16039.81
2018-12,North,Product E,40152.99,826,11712.99
2021-12,South,Product A,32341.6,893,6270.62
2021-12,South,Product A,39414.97,637,7809.27
2021-11,East,Product E,41518.31,364,12280.53
2018-02,Central,Product A,47209.88,917,12696.71
2021-12,North,Product C,74520.0,999,16432.05
2021-12,East,Product E,42065.02,584,7133.96
2021-08,South,Product D,49505.15,696,14400.53
2021-11,North,Product C,30981.52,583,8876.47
2018-05,Central,Product A,50177.94,603,12013.51
2025-01,South,Product D,53125.73,706,10986.7
2023-02,East,Product D,49563.03,753,13315.23
2023-05,East,Product B,59706.94,597,10179.27
2019-06,North,Product B,24365.36,601,2505.74
2024-05,South,Product B,42305.98,897,7670.65
2019-10,Central,Product B,27625.17,741,6778.46
2025-03,South,Product E,31799.45,652,5714.37
2018-09,West,Product E,49160.39,488,8438.77
2024-07,South,Product D,28193.02,793,6976.24
2021-09,Central,Product D,56808.22,790,15341.26
2023-02,South,Product A,47882.19,954,7457.71
2021-12,North,Product E,66930.6,393,17441.66
2021-12,North,Product C,57125.86,973,9081.48
2021-09,South,Product C,68969.85,885,17817.6
2025-04,North,Product B,50263.36,618,6657.24
2020-11,North,Product E,30305.47,878,4772.08
2018-08,West,Product B,57152.94,845,9983.23
2022-05,West,Product B,47802.61,854,8607.87
2020-12,East,Product C,60679.36,606,15566.1
2024-11,Central,Product C,33535.84,727,6024.04
2018-02,West,Product C,18974.36,817,3826.41
2024-09,West,Product A,49333.36,909,9005.01
2021-11,East,Product A,19206.88,563,5172.61
2025-01,South,Product C,50808.31,987,6244.4
2018-01,North,Product E,80968.26,815,22859.25
2019-02,West,Product A,49998.95,1024,6408.91
2025-02,North,Product A,37422.49,651,7340.15
2018-06,Central,Product C,38432.98,693,9365.81
2019-02,Central,Product E,72814.78,820,11077.07
2023-09,South,Product D,42501.91,908,5832.67
2022-12,West,Product D,60850.38,701,9901.27
2018-06,East,Product B,51183.1,1155,11485.1
2018-03,West,Product D,56673.44,970,8675.23
2021-06,Central,Product A,47068.37,909,5709.22
2021-08,East,Product D,58140.97,834,5836.56
2018-09,West,Product A,37691.35,1063,9954.26
2018-06,Central,Product D,47413.86,453,12542.26
2020-10,North,Product E,70430.97,727,13591.06
2021-04,West,Product E,36459.13,758,10252.23
2018-09,South,Product D,51033.4,942,12946.15
2020-12,Central,Product C,51322.03,771,11132.53
2020-08,Central,Product A,90654.97,903,25850.3
2018-05,East,Product D,61302.05,656,18041.0
2024-06,North,Product D,23562.16,672,3564.9
2019-01,West,Product B,34975.67,817,9291.45
2023-12,East,Product B,54880.83,892,5731.28
2025-06,West,Product B,69503.73,519,17393.63
2019-04,East,Product E,48177.2,1091,9988.32
2019-04,North,Product B,63370.16,759,8397.4
2019-10,Central,Product D,62313.84,617,16338.88
2022-03,South,Product D,58014.21,991,14967.37
2024-09,North,Product C,50937.89,983,12590.85
2021-10,Central,Product B,21357.93,937,2797.64
2020-09,North,Product D,29439.48,1038,3147.1
2019-01,East,Product D,59911.65,616,12938.28
2025-02,South,Product D,71305.7,635,15042.75
2024-09,South,Product E,60611.82,613,10545.78
2020-07,West,Product E,59463.91,953,15389.98
2024-05,South,Product E,64031.86,901,6935.88
2020-12,North,Product C,60597.18,770,10223.13
2023-07,South,Product A,35001.57,1238,10069.73
2019-10,West,Product A,61180.58,751,9845.62
2024-05,Central,Product A,73894.46,1093,15250.5
2019-04,West,Product B,46704.56,736,4699.62
2025-03,South,Product A,61760.84,874,15430.54
2024-09,West,Product E,34024.38,757,9619.85
2022-02,South,Product A,80812.91,829,14338.32
2024-12,South,Product D,21876.23,681,5351.93
2019-11,Central,Product A,57177.95,511,12243.97
2018-06,South,Product B,59452.32,1100,8056.65
2021-10,Central,Product B,30198.84,752,5951.26
2025-02,East,Product D,77080.16,973,14474.25
2019-05,East,Product C,32087.2,597,3423.18
2021-10,North,Product C,45020.08,398,11873.94
2019-05,North,Product A,48020.34,915,6887.46
2022-07,West,Product B,55832.28,565,10905.43
2020-07,North,Product A,42248.8,769,10671.79
2019-10,West,Product A,46818.65,908,9393.78
2018-11,Central,Product E,51402.04,883,12842.66
2018-08,West,Product B,58821.27,472,8261.77
2020-03,South,Product E,40176.86,597,10204.86
2018-08,Central,Product A,44235.12,699,9361.34
2023-12,East,Product C,45525.04,626,4784.2
2022-03,West,Product A,47380.28,1072,13302.18
2019-08,West,Product B,34059.9,691,8999.99
2024-11,North,Product E,28341.12,888,3673.77
2019-01,West,Product E,56609.11,853,14926.72
2021-09,Central,Product B,28767.14,995,8532.02
2022-07,West,Product B,40034.27,782,11838.09
2024-08,North,Product D,49381.28,1231,5254.8
2024-06,North,Product B,29959.13,1014,5081.25
2024-01,East,Product D,70081.67,447,17111.37
2022-01,West,Product A,85170.05,941,16842.88
2019-11,North,Product D,39069.06,630,7906.81
2023-07,South,Product A,85288.78,485,13387.88
2019-03,East,Product A,53572.57,631,6366.68
2021-04,West,Product C,36934.81,1189,5176.54
2022-08,North,Product D,49426.64,587,11123.14
2025-04,West,Product B,57083.96,751,15615.68
2019-01,Central,Product D,60170.3,933,12266.08
2020-01,West,Product D,30218.34,783,5907.61
2021-12,West,Product D,28378.97,711,4153.49
2019-05,North,Product A,70277.2,761,18666.46
2024-11,East,Product A,22820.16,609,4555.59
2025-02,North,Product B,11273.64,633,3067.26
2019-03,South,Product B,12183.7,543,2305.85
2021-03,South,Product D,56922.99,741,9484.34
2020-11,East,Product D,49428.51,751,6797.52
2019-09,North,Product D,41225.96,850,7922.98
2022-05,Central,Product E,32361.3,954,7873.85
2021-07,East,Product D,46496.98,1025,13595.51
2023-12,East,Product E,53375.87,812,8873.35
2023-12,South,Product E,30923.26,801,7454.86
